unitid,opeid,cohort,label,institution_name,year,fall_headcount_total,undergraduate_headcount,graduate_headcount,full_time_headcount,part_time_headcount,fall_fte,distance_exclusive_headcount,distance_some_headcount,distance_none_headcount,not_exclusively_distance_headcount,distance_exclusive_share,distance_count_derivation,total_imputation_flag,distance_exclusive_imputation_flag,enrollment_release,source_file,source_member,source_variable,source_url,denominator_scope,residential_population,calendar_alignment,geography_warning
228778,00365800,Additional public,Texas Austin,The University of Texas at Austin,2024,53864,43165,10699,50857,3007,52048,257,19713,33894,53607,0.004771275805732957,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
134130,00153500,Additional public,Florida,University of Florida,2024,56311,36573,19738,45818,10493,49755,8372,24287,23652,47939,0.14867432650814227,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
234076,00374500,Additional public,Virginia,University of Virginia-Main Campus,2024,26409,17885,8524,23696,2713,24709,1962,3821,20626,24447,0.07429285470862206,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
236948,00379800,Additional public,Washington Seattle,University of Washington-Seattle Campus,2024,56997,40684,16313,43652,13345,48910,1656,8704,46637,55341,0.029054160745302385,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
240444,00389500,Additional public,Wisconsin Madison,University of Wisconsin-Madison,2024,51044,38040,13004,46279,4765,48110,1454,10996,38594,49590,0.028485228430373793,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
110404,00113100,Additional private,Caltech,California Institute of Technology,2024,2430,987,1443,2430,0,2430,0,0,2430,2430,0.0,Zero derived from reported no-distance count equaling total; distance-only and some-distance source cells not applicable (A),R,A,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
211440,00324200,Additional private,Carnegie Mellon,Carnegie Mellon University,2024,15888,7377,8511,14873,1015,15263,554,3497,11837,15334,0.03486908358509567,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
144050,00177400,Additional private,Chicago,University of Chicago,2024,18566,7598,10968,16964,1602,17576,102,0,18464,18464,0.0054939136055154585,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
198419,00292000,Additional private,Duke,Duke University,2024,17499,6523,10976,16956,543,17164,1312,2836,13351,16187,0.07497571289787988,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
131496,00144500,Additional private,Georgetown,Georgetown University,2024,20031,7833,12198,15905,4126,17488,2625,1344,16062,17406,0.1310468773401228,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
162928,00207700,Additional private,Johns Hopkins,Johns Hopkins University,2024,30210,6356,23854,17496,12714,22361,12409,4719,13082,17801,0.41075802714333004,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
166683,00217800,Additional private,MIT,Massachusetts Institute of Technology,2024,11886,4535,7351,11683,203,11761,46,0,11840,11840,0.0038700992764597003,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
147767,00173900,Additional private,Northwestern,Northwestern University,2024,23856,9399,14457,20190,3666,21595,781,1509,21566,23075,0.03273809523809524,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
152080,00184000,Additional private,Notre Dame,University of Notre Dame,2024,13042,8880,4162,12716,326,12841,246,461,12335,12796,0.018862137708940345,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
193900,00278500,Additional private,NYU,New York University,2024,56832,29060,27772,49928,6904,52577,3493,10998,42341,53339,0.06146185247747748,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
243744,00130500,Additional private,Stanford,Stanford University,2024,18625,7904,10721,17232,1393,17768,350,854,17421,18275,0.01879194630872483,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
123961,00132800,Additional private,USC,University of Southern California,2024,46566,20630,25936,41482,5084,43429,6077,9437,31052,40489,0.13050294206073101,Reported counts,R,R,provisional,EF2024A.zip,ef2024a.csv,EFTOTLT where EFALEVEL=1,https://nces.ed.gov/ipeds/complete-data-files/EF2024A.zip,IPEDS institution-wide fall snapshot; all levels and attendance statuses,False,Calendar-year y reported offenses / fall-y enrollment snapshot; not person-time,Enrollment does not establish physical presence on each Clery property; includes remote students and institutional locations.
