Violation Type,Violation Section,Violation Description,tier,dv_subtype,classification_reason,row_count,event_count,rows_2018_2023,rows_2024,rows_2025
PC,25400(C)(3),CARRY CONCEALED WEAPON WHILE ACTIVE IN CRIMINAL STREET GANG (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,6.0,0.0,1.0
PC,350(A)(1),MFG/SELL UNDER 1000 COUNTERFEIT REG MARK (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,7.0,0.0,0.0
PC,350(A)(2),MFG/SELL 1000 OR MORE COUNTERFEIT REG MARK ) (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,7.0,0.0,0.0
PC,417A1,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,0.0,7.0,0.0
PC,4571,FELON ON PRISON/JAIL GROUNDS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,0.0,7.0,0.0
PC,480,MAKE/POSS COUNTERFEIT MINTING PLATES (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,6,5.0,2.0,0.0
PC,484F(A),FORGE ACCESS CARD TO DEFRAUD (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,7.0,0.0,0.0
PC,487(A),GRAND THEFT (SHOPLIFTING),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,6,0.0,7.0,0.0
PC,488,PETTY THEFT(from Coin Oper Machine) (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,5.0,1.0,1.0
PC,530.5(A),GET CREDIT/ETC OTHER'S ID,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,6,0.0,7.0,0.0
PC,597(B),"ANIMAL CRUELTY - OVERWORKS OR CRUELLY ABUSES, MUTILATES, TORTURES, KILLS (F)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,6.0,0.0,1.0
PC,600A,WILLFULLY HARM PEACE OFCRS HORSE/DOG W/SER INJ (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,5.0,0.0,2.0
PC,637.7(A),INVADE PRIVACY:ILL USE OF ELEC TRACK DEVICE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,5.0,0.0,2.0
PC,647(J)(4),DISORDERLY CONDUCT: DISTRIBUTION OF INTIMATE BODY PART IMAGES (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,7.0,0.0,0.0
PC,666.1(A)(1),PETTY THEFT (ALL OTHER LARCENY) W/2+ PRIOR CONVICTIONS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,5,0.0,0.0,7.0
PC,853.5,REFUSE:TO SIGN/BE FINGERPRINTED/NO IDENTIFICATION (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,6.0,1.0,0.0
PC,978.5,BENCH WARRANT/FAILURE TO APPEAR ON FELONY CHARGE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,7.0,0.0,0.0
US,21841(A)(1),POSSESS WITH INTENT TO MFG/DISTRIBUTION CONTROLLED SUBSTANCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,7.0,0.0,0.0
VC,21201(D)(1),NO BICYCLE LIGHT (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,5.0,2.0,0.0
VC,23111,THROW CIGARETTE/MATCH/ETC ON HWY (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,7.0,0.0,0.0
VC,23123(A),USE CELL PHONE WHILE DRIVING WITHOUT HANDSFREE DEVICE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,6.0,0.0,1.0
VC,23152(F),DUI DRUG,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,0.0,7.0,0.0
VC,23153(A),DUI ALCOHOL:CAUSING BODILY INJURY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,0.0,7.0,0.0
VC,24603A,TWO OR MORE STOPLAMPS (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,6.0,0.0,1.0
VC,40302B,FAIL TO PROVIDE WRITTEN PROMISE AT ARREST,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,0.0,4.0,3.0
VC,4462.5,UNLAWFUL DISPLAY OF REG:INTENT NON-COMPLIANCE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,0.0,7.0,0.0
VC,4463(A)(2),PASS/UTTER FORGED VEH REGISTRATION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,5.0,0.0,2.0
VC,5201,LIC PLATES:POSITION VIOL (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,7,7,7.0,0.0,0.0
BP,4326(B),MISUSE OF HYPODERMIC NEEDLE/SYRINGE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
CO,69.111,OCCUPYING POSTED PREMISES PROHIBITED (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
HS,11352.1(B),DISPENSE/ETC DANGEROUS DRUGS/DEVICES (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
HS,11355,SELL/ETC IN LIEU OF CONTROLLED SUBS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,5,3.0,0.0,3.0
HS,11358(D),CULTIVATE MARIJUANA 6+ PLANTS W/ CERTAIN PRIORS OR CONDITIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,4.0,2.0,0.0
HS,11359(C),POSSESS MARIJUANA FOR SALE W/ PRIOR CONVICTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,4.0,2.0,0.0
HS,11361(B),FURNISH/ETC MINOR WITH MARIJUANA (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
HS,11368,FORGE/ALTER NARCOTIC PRESCRIPTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
HS,11532(A),LOITER IN PUBLIC PLACE FOR ILLEGAL DRUG ACTIVITY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,3,1.0,5.0,0.0
HS,12700(B)(1),"FIREWORKS, POSSESS LT 25 LBS (M)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
MC,13.36.090(B),ILLICT SCAVENGING PROHIBITED,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
MC,13.42.060A4,DISCHARGE ANY MATERIAL INTO STORM WATER SYSTEM (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
MC,9.04.010,CONSUMPTION OF ALCOHOL IN PUBLIC PLACE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,4.0,1.0,1.0
PC,115(A),OFFER/ETC FALSE/FORGED INSTRUMENT TO FILE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
PC,148(B),REMOVE/ETC WEAPON FROM PEACE OFFICER/ETC:NOT FIREARM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
PC,148.4(A)(1),TAMPER WITH FIRE ALARM (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,3.0,2.0,1.0
PC,1551(A),FUGITIVE FROM JUSTICE:WARRANT ARREST,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,5,2.0,4.0,0.0
PC,182(A)(4),CONSPIRACY:DEFRAUD PERS OF PROP (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
PC,205,AGGRAVATED MAYHEM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
PC,22810(E)(1),POSSESS/PURCHAS/ETC PROJECTILE TEAR GAS WEAPON (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,4.0,0.0,2.0
PC,25400(C)(5),CARRY CONCEALED WEAPON WITH SPECIFIC CONVICTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
PC,32625(A),POSSESS/ETC MACHINEGUN (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,4.0,1.0,1.0
PC,417(A)(2)(A),EXHIBIT CONCEALABLE FIREARM IN PUBLIC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,4.0,2.0,0.0
PC,4532(B)(2),ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH FELONY:FORCE/VIOLENCE(IBR 90Z),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
PC,466,POSS BURGLARY TOOLS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,0.0,6.0,0.0
PC,470(A),FORGERY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
PC,487(A),GRAND THEFT (Theft From Coin Oper Machine or Dev) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,0.0,1.0
PC,490.4(A)(4),RECRUIT/ORGANIZE/MANAGE ANOTHER FOR RETAIL THEFT: OVER $950 (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
PC,496(A),RECEIVE/ETC KNOWN STOLEN PROPERTY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,2.0,4.0,0.0
PC,529.5(A),MFR DECEPTIVE GOVERNMENT ID/DRVRS LIC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
PC,550(A)(4),FILE FALSE INS CLAIM FOR THEFT OF Mot Veh (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
PC,550(B)(1),PROVIDE FALSE INSURANCE INFO FOR PAY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
PC,594.2(A),POSS TOOL WITH INTENT TO VANDALIZE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
PC,602.1(B),TRESPASS:OBSTRUCT BUSINESS OF PUBLIC AGENCY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
PC,647(J)(4)(A),DISTRIBUTE INTIMATE IMAGE CAUSING SERIOUS EMOTIONAL DISTRESS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,1.0,2.0,3.0
PC,666.1(A)(1),GRAND THEFT (FROM BUILDING) W/2+ PRIOR CONVICTIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,5,0.0,0.0,6.0
VC,10750(A),ALTER/CHANGE VEH IDENT NUMBERS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
VC,13004(A),DISPLAY/POSS FAKE/ETC IDENT CARD (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
VC,21201D,BICYCLE HEADLIGHT/REFLECTOR VIOL (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,4.0,2.0,0.0
VC,21806A,RIGHT-OF-WAY:TO EMERGENCY VEH (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
VC,23103,RECKLESS DRIVING:HIGHWAY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,0.0,5.0,1.0
VC,23153(B),DUI .08 ALC:CAUSING BODILY INJ,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,0.0,6.0,0.0
VC,23223,OPEN CONTAINER ALC IN VEH - PASS (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
VC,26708.5,TINTED WINDSHIELD/WINDOWS/ETC (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
VC,27360A,UNRESTRAINED CHILD IN VEHICLE (PARENT/GUARDIAN) (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
VC,4454A,NO REGISTRATION IN VEH (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,0.0,1.0
VC,5204A,LIC PLATES:EXPIRED TABS OR FAILURE TO DISPLAY (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,6.0,0.0,0.0
WI,8103(F)(1),WEAPONS RESTRICTIONS VIOL:MENTALLY DISORDERED PERS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,6,6,5.0,1.0,0.0
BP,22435,TAKE MARKED CART FROM RETAIL ESTABLISHMENT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,2.0,3.0,0.0
CO,73.111,PERSON STAND/SIT ON CROSSWALK/SIDEWALK/STEET/PARK TO OBSTRUCT OR ANNOY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
HS,12671,SELL/USE/ETC UNCLASSED FIREWORKS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,2.0,0.0,3.0
MC,10.20.140,"CAMPING, ETC., ON PRIVATE PROPERTY WITHOUT PERMISSION",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
MC,9.04.040,LITTERING/DISTRIBUTING FLYERS IN CITY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,3,1.0,4.0,0.0
MC,9.60.040,HARASS PERSON IN PUBLIC PLACE TO SOLICIT MONEY OR GOODS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,148(A)(1),OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER/EMERGENCY MED TECH,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,21810,MANUFACTURE/SALE/POSSESS/ETC METAL KNUCKLES,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,0.0,5.0,0.0
PC,25400(A)(1),CARRY CONCEALED WEAPON IN VEHICLE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,0.0,5.0,0.0
PC,25400(C)(6)A,FELON CARRY A LOADED CONCEALED WEAPON ON PERSON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,27545,UNLIC SALE/LOAN/TRANSFER OF FIREARM (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,290.015,290 VIOLATION AFTER INCARCERATION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,290.018(G),290 VIOLATION TRAN 30 DAY UPDATE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,405A,LYNCHING WITH NO INJURY / MINOR INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,453(A),POSS/MFG/DISPOSE OF MATERIAL/DEV FOR ARSON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,453(A),POSS/MFG/DISPOSE OF MATERIAL/DEVICE FOR ARSON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,2.0,2.0,1.0
PC,4530(B),PRISONER ESCAPE W/O FORCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,4570.5,FALSE IDENT FOR PRISON/JAIL ADMISSION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,472,FORGE OFFICIAL SEAL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,4.0,1.0,0.0
PC,487(C),GRAND THEFT FROM PERS (Pocket-Picking) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,487(D),GRAND THEFT:FIREARM/ANIMAL (Theft From Mot Veh) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,487E,GRAND THEFT:DOG [OVER $950] (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,4.0,1.0,0.0
PC,602(H),TRESPASS:SIGNS DISPLAYED:FARM ANIMALS RAISED:ENTER LAND AND/OR DESTROY FENCE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,602(S),TRESPASS:REFUSE TO LEAVE HOTEL/MOTEL (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,4.0,1.0,0.0
PC,626.10(A),POSS WEAPON AT SCHOOL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,626.10(A),POSSESS WEAPON/ETC AT SCHOOL (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,626.9(B),HAVE FIREARM AT PUBLIC SCHOOL (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,653.23,SUPERVISE/ETC PROSTITUTION ACTIVITIES (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,76(A),THREATEN/ETC ELECTED OFFICIAL/JUDGE/ETC (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
PC,836.6(A),ESCAPE/ATTEMPT ESCAPE FROM CUST OF SHERIFF (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,3.0,1.0,1.0
VC,16028A,FAIL TO PROVE FIN RESPONSIBILITY:PEACE OFCR REQUEST,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,0.0,5.0,0.0
VC,21460A,LANE USAGE:VEH CROSS DOUBLE SOLID LINE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
VC,22108,FAIL TO SIGNAL AT LEAST 100 FEET BEFORE TURN (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
VC,22400A,DRIVE TOO SLOWLY/IMPEDING TRAFFIC (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
VC,23123.5(A),PROHIBIT USE OF HND HLD DEVICE WHILE DRIVING (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,2.0,2.0,1.0
VC,23152(G),DUI ALCOHOL/DRUG,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,0.0,5.0,0.0
VC,24600B,"OTHER THAN MOTORCYCLE, MUST HAVE TWO TAILLAMPS (I)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,5.0,0.0,0.0
VC,2800.2(A),EVADE PEACE OFCR WITH WANTON DISREGARD FOR SAFETY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,0.0,5.0,0.0
VC,4461(C),DISPLAY UNAUTH DISABLED PERS PLACARD (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,4.0,1.0,0.0
VC,5200,"IF ONLY ONE PLATE ISSUED, MUST BE ON BACK (I)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,5,5,3.0,1.0,1.0
,,,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,1,4.0,0.0,0.0
BP,25658(B),MINOR PURCHASE LIQUOR IN BAR (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
CO,76.101,OPERATE OFF-HIGHWAY VEHICLE ON PRIVATE PROPERTY W/O OWNERS CONSENT (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,3,0.0,0.0,4.0
HS,11173(A),OBTAIN/ETC CONTROLLED SUBS BY FRAUD (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
HS,11364,POSS CONTRL SUB PARAPHERNALIA,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
HS,11366.8(A),USE FALSE COMPARTMENT TO STORE CONT SUBS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,0.0,4.0,0.0
MC,10.32.040(C),Posses open alcoholic container in park,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,1.0,0.0
MC,9.20.020B,"NO ONE SHALL CAMP, LODGE, SLEEP OVERNIGHT IN PUBLIC PARK, STREET OR HIGHWAY (I)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,3,2.0,2.0,0.0
MC,9.85.040,POSSESS SHOPPING CART REMOVED FROM PREMESIS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,3,0.0,0.0,4.0
PC,12403.7(A),POSSES TEAR GAS/WEAPON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,148.9(A),FALSE IDENT TO PEACE OFCR,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,0.0,4.0,0.0
PC,182(A)(1),CONSPIRE TO COMMIT A CRIME,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,182(A)(4),CONSPIRACY: DEFRAUD PERSON OF PROPERTY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,2,0.0,0.0,4.0
PC,20170(A),DISPLAY/EXPOSE IN PUBLIC PLACE IMITATION FIREARM (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,2.0,2.0,0.0
PC,22810(E)(3),TEARGAS/TEARGAS WEAPON PURCHASED/ETC SHALL DISPLAY EXP DATE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,2.0,2.0,0.0
PC,247(B),SHOOT AT UNOCCUPIED DWELLING/VEH (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,2.0,1.0,1.0
PC,25400(C)(6),CARRY A LOADED CONCEALED WEAPON ON PERSON (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,2.0,1.0,1.0
PC,25850(C)(6),CARRY LOADED HANDGUN:NOT REGISTERED OWNER,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,0.0,4.0,0.0
PC,290.013,SEX REGISTRANT FAIL REPORT ADDRESS CHANGE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,29820(B),CONVICTED PERSON POSSESS/ETC FIREARM WHILE UNDER AGE 30 (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,1.0,0.0
PC,3056,VIOLATION PAROLE/FELONY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,369I(B),TRESPASS:RAIL TRANSIT PROP (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,370,PUBLIC NUISANCE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,1.0,0.0
PC,4532(B)(1),ATT/ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH A FELONY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,0.0,4.0,0.0
PC,4532(B)(2),ESCAPE JAIL/ETC WHILE CHARGED/ETC WITH FELONY:FORCE/VIOLENCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,1.0,0.0
PC,455(A),ATTEMPT OR AID ARSON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,3.0,1.0,0.0
PC,4550(B),RESCUE/ATTEMPT RESCUE PRISONER CONVICTED TO STATE PRISON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,4574(A),SEND/BRING WEAP/TEAR GAS INTO PRISON/JAIL,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,0.0,4.0,0.0
PC,466,POSSESS BURGLAR TOOLS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
PC,470B,POSS DRVRS LIC/IDENT TO COMMIT FORGERY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,2.0,0.0,2.0
PC,476A(A),INSUFFICIENT FUNDS:CHECKS/DRAFTS/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,4,4,4.0,0.0,0.0
