source_id,unitid,year,measure,value,status,period_label,source_url,source_title,source_sha256,hash_basis,scope_note,source_page
frozen-110714-2022-residents,110714,2022,residents,9168,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110714-2022-enrollment,110714,2022,enrollment,19478,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110714-2023-residents,110714,2023,residents,9313,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110714-2023-enrollment,110714,2023,enrollment,19764,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110714-2024-residents,110714,2024,residents,8888,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110714-2024-enrollment,110714,2024,enrollment,19938,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110662-2022-residents,110662,2022,residents,22519,retained_actual,Fall 2022,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110662-2022-enrollment,110662,2022,enrollment,46430,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110662-2023-residents,110662,2023,residents,23680,retained_actual,Fall 2023,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110662-2023-enrollment,110662,2023,enrollment,46678,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-110662-2024-residents,110662,2024,residents,24202,retained_actual,Fall 2024,https://www.auditor.ca.gov/wp-content/uploads/2025/10/2024-111-Report.pdf#page=62,"California State Auditor, Report 2024-111, Tables A.1–A.2",5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,"Actual fall housing occupancy is documented, but its property boundaries have not been matched to Clery residential geography. The rate is approximate, not a victimization probability.",
frozen-110662-2024-enrollment,110662,2024,enrollment,47335,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-123961-2022-enrollment,123961,2022,enrollment,48945,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-123961-2023-enrollment,123961,2023,enrollment,47147,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-123961-2024-enrollment,123961,2024,enrollment,46566,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-234076-2022-enrollment,234076,2022,enrollment,26082,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-234076-2023-enrollment,234076,2023,enrollment,25924,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-234076-2024-enrollment,234076,2024,enrollment,26409,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-236948-2022-enrollment,236948,2022,enrollment,52319,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-236948-2023-enrollment,236948,2023,enrollment,55620,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-236948-2024-enrollment,236948,2024,enrollment,56997,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-240444-2022-enrollment,240444,2022,enrollment,48956,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-240444-2023-enrollment,240444,2023,enrollment,49605,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-240444-2024-enrollment,240444,2024,enrollment,51044,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-130794-2022-enrollment,130794,2022,enrollment,14776,retained_actual,Fall 2022,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-130794-2023-enrollment,130794,2023,enrollment,15081,retained_actual,Fall 2023,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
frozen-130794-2024-enrollment,130794,2024,enrollment,15564,retained_actual,Fall 2024,https://nces.ed.gov/ipeds/use-the-data/download-access-database,Integrated Postsecondary Education Data System fall enrollment,5a4ac282c79e3e0a6d6fec478b24b6bae1c47d8350863d582314de39a01ef998,Preserved original dataset; raw population-source hashes and rows are in the original archive.,Institution-wide fall enrollment; not a housing population.,
